Name,# of Reviews,Rating,Price,Cuisine,Neighbourhood,Price_,New_Price
Five Doors North,117,4.0,3,European,Mount Pleasant and Davisville,2.2857142857142856,3.0
Four Four South VIllage,106,3.5,0,Asian,Downtown Core,2.1016949152542375,2.0
Panera Bread,82,3.0,2,American,Unionville,,2.0
The Carbon Bar,371,4.0,3,American,Corktown,2.2857142857142856,3.0
Liuyishou Hotpot Downtown Toronto,76,4.0,3,Asian,Alexandra Park,1.7857142857142858,3.0
Four Four South VIllage,106,3.5,0,Asian,Downtown Core,2.1016949152542375,2.0
Bar Raval,276,4.0,3,European,Little Italy,2.272727272727273,3.0
Casa Sinaloa,1,5.0,0,Mexican,Entertainment District,2.4727272727272727,2.0
Banh Mi Boys,1102,4.5,1,Asian,Queen Street West,2.25,1.0
Pow Wow Cafe,139,4.5,2,American,Kensington Market,1.7777777777777777,2.0
Imanishi Japanese Kitchen,91,4.0,2,Asian,Little Portugal,2.4285714285714284,2.0
Terroni,356,3.5,2,European,Trinity Bellwoods,2.1666666666666665,2.0
Wynona,46,4.5,0,European,Leslieville,2.0,2.0
King Solomon and Queen of Sheba,20,4.5,2,African,Corktown,2.2857142857142856,2.0
Pearl Harbourfront Chinese Cuisine,231,3.5,2,Asian,Harbourfront,2.2222222222222223,2.0
Indian Street Food Company,70,3.5,2,Asian,Mount Pleasant and Davisville,2.2857142857142856,2.0
Mapo Gamjatang,47,4.0,2,Asian,Willowdale,2.0,2.0
The Shozan Room,17,4.5,0,Asian,Ossington Strip,2.217391304347826,2.0
Flame Food+Design,14,4.5,0,American,Swansea,2.5,2.0
La Banane,129,4.0,4,European,Ossington Strip,2.217391304347826,4.0
Aish Tanoor,34,4.0,2,Other,York,2.0,2.0
Banjara Indian Cuisine,416,3.5,2,Asian,Christie Pits,,2.0
O.Noir,330,3.5,3,American,Church-Wellesley Village,2.0,3.0
The Manna,23,4.5,1,Asian,Koreatown,1.85,1.0
Merci Mon Ami,29,4.0,2,Other,Liberty Village,,2.0
Akira Back,139,4.0,4,Asian,Entertainment District,2.4727272727272727,4.0
Completo,150,4.5,1,American,Leslieville,2.0,1.0
Beach Hill Smokehouse,95,4.5,2,American,Upper Beach,2.0,2.0
The Good Son,182,4.0,3,American,Beaconsfield Village,2.2857142857142856,3.0
Lil Joe Cucina & Bar,18,4.5,0,American,Leslieville,2.0,2.0
Edulis,116,4.0,4,European,Niagara,2.3333333333333335,4.0
Archeo,73,3.0,2,European,Distillery District,,2.0
Panera Bread,82,3.0,2,American,Unionville,,2.0
The Old Spaghetti Factory,353,3.0,2,European,St. Lawrence,2.0,2.0
Efes Kebab House,31,4.5,2,Middle Eastern,The Danforth,1.9285714285714286,2.0
Zakkushi,39,4.5,0,Asian,Trinity Bellwoods,2.1666666666666665,2.0
Little Bourbon House,21,4.5,0,Other,Scarborough,1.7777777777777777,2.0
Chiado,118,4.0,4,American,Dufferin Grove,2.5,4.0
Chen Chen’s Nashville Hot Chicken,5,5.0,0,American,Kensington Market,1.7777777777777777,2.0
Bacan,10,4.0,0,South American,Roncesvalles,1.8333333333333333,2.0
Favorites,21,4.0,0,American,Ossington Strip,2.217391304347826,2.0
V’s Schnitzel House,19,3.5,2,European,Etobicoke,2.0,2.0
Los Guaca-Moles,44,4.0,2,Mexican,Koreatown,1.85,2.0
Souk Tabule,100,4.0,2,Middle Eastern,West Don Lands,2.0,2.0
Naan and Chai,6,4.5,0,Middle Eastern,Trinity Bellwoods,2.1666666666666665,2.0
Mangia & Bevi,213,4.0,2,European,Corktown,2.2857142857142856,2.0
Ascari Enoteca,111,4.0,3,European,Leslieville,2.0,3.0
Cactus Club Cafe,516,4.0,3,American,Financial District,,3.0
Cool Runnings Restaurant,93,4.0,2,Carribean,Upper Beach,2.0,2.0
Harry’s Steak House,13,4.5,0,American,Etobicoke,2.0,2.0
Goa Kitchen,59,4.0,2,Asian,Bayview Village,,2.0
Mustafa Turkish Pizza,136,4.0,2,Middle Eastern,Downsview,2.0,2.0
Clay Restaurant,6,4.0,0,American,Yorkville,2.7222222222222223,3.0
Zakkushi On Carlton,294,4.0,3,Asian,Cabbage Town,,3.0
Taqueria Gus,22,4.5,0,Mexican,Kensington Market,1.7777777777777777,2.0
Little Tibet Restaurant,19,4.5,0,Asian,Parkdale,1.7692307692307692,2.0
Rush Hour,42,4.5,2,European,Downtown Core,2.1016949152542375,2.0
Pure Spirits Oyster House & Grill,253,3.0,3,American,Distillery District,,3.0
Koyoi Restaurant & Bar,128,4.0,2,Asian,Downtown Core,2.1016949152542375,2.0
EAT BKK Thai Kitchen,58,4.0,2,Asian,Leslieville,2.0,2.0
Mother India,193,4.0,2,Asian,Parkdale,1.7692307692307692,2.0
Panera Bread,82,3.0,2,American,Unionville,,2.0
The Rec Room,287,3.0,2,Other,Entertainment District,2.4727272727272727,2.0
Kit Kat Italian Bar & Grill,251,4.0,2,European,Entertainment District,2.4727272727272727,2.0
Nodo Leslieville,9,4.0,0,European,Leslieville,2.0,2.0
Piri-Piri,38,3.5,2,European,The Junction,2.0,2.0
Copacabana Brazilian Steak House,342,3.5,3,South American,Yonge and Eglinton,2.25,3.0
Lageez,99,4.5,2,Asian,Scarborough,1.7777777777777777,2.0
Playa Cabana - Hacienda,149,3.5,2,Mexican,The Annex,2.3703703703703702,2.0
Bodega Henriette,33,4.5,2,American,Corktown,2.2857142857142856,2.0
Local Liberty Village,267,4.0,2,American,Liberty Village,,2.0
Boodle Fight,46,3.5,2,Asian,The Danforth,1.9285714285714286,2.0
360 Restaurant,870,3.5,4,American,Entertainment District,2.4727272727272727,4.0
Whelan’s Gate Gastropub,30,4.5,2,American,High Park,,2.0
Balsamico Ristorante,40,4.5,2,European,Mount Pleasant and Davisville,2.2857142857142856,2.0
Southern Accent Restaurant,60,4.0,3,American,Dufferin Grove,2.5,3.0
The Enchanted Poutinerie,9,4.5,0,American,Downsview,2.0,2.0
Forget Me Not Cafe,105,4.0,2,Asian,North York,,2.0
Budapest Restaurant,1,5.0,0,European,York,2.0,2.0
Dante’s Inferno Paninoteca,31,4.5,2,American,Wychwood,1.9,2.0
The Great Maratha,49,4.0,2,Asian,York,2.0,2.0
Pho House,74,4.0,2,Asian,Riverdale,2.0,2.0
98 Aroma,88,4.0,2,Asian,Kensington Market,1.7777777777777777,2.0
The Beech Tree,48,4.0,2,American,Upper Beach,2.0,2.0
Gin Mill,20,4.0,0,American,Bloor-West Village,2.0,2.0
Tonkin Vietnamese,9,4.5,0,Asian,Downtown Core,2.1016949152542375,2.0
Meat Point,45,4.5,0,Middle Eastern,Downsview,2.0,2.0
Medieval Times Toronto,173,4.0,3,Other,Downtown Core,2.1016949152542375,3.0
Panera Bread,82,3.0,2,American,Unionville,,2.0
Restaurante Las San Sivar Pupusería,13,4.5,0,South American,Corso Italia,2.1666666666666665,2.0
Dragon Pearl Buffet,343,3.5,2,Asian,North York,,2.0
Matha Roti - East Indian Cuisine,26,4.5,0,Asian,Entertainment District,2.4727272727272727,2.0
Nove Trattoria,49,4.0,2,European,Yonge and St. Clair,,2.0
The Civic At the Broadview Hotel,27,3.0,0,American,Riverdale,2.0,2.0
Bindia Indian Bistro,176,4.0,2,Asian,St. Lawrence,2.0,2.0
Herby Restaurant,18,4.5,0,Middle Eastern,Greektown,1.8571428571428572,2.0
Morgan’s On the Danforth,82,4.0,2,American,The Danforth,1.9285714285714286,2.0
Bi Bim Bap,67,4.0,2,Asian,York,2.0,2.0
Rhum Corner,119,4.0,2,Carribean,Little Italy,2.272727272727273,2.0
Lims Chicken,7,4.0,0,Asian,Koreatown,1.85,2.0
Pujukan Authentic Korean BBQ,43,4.0,2,Asian,Willowdale,2.0,2.0
Positano Restaurant,48,4.5,2,American,Mount Pleasant and Davisville,2.2857142857142856,2.0
Big Trouble Pizza,52,4.5,2,American,Chinatown,1.7727272727272727,2.0
Pho Anh Vu,25,4.5,2,Asian,Downtown Core,2.1016949152542375,2.0
Maizuo Noodle and Crepe,1,5.0,0,Asian,Downtown Core,2.1016949152542375,2.0
Banh Mi Boys,483,4.0,1,Asian,Ryerson,1.8,1.0
Beijing Hot Pot Restaurant,78,4.0,2,Asian,Scarborough,1.7777777777777777,2.0
Karma’s Kitchen,57,3.5,2,Asian,Leslieville,2.0,2.0
Oretta,251,3.5,3,European,Entertainment District,2.4727272727272727,3.0
Pho Son,31,4.0,1,Asian,North York,,1.0
SOCO Kitchen + Bar,203,3.5,2,American,Entertainment District,2.4727272727272727,2.0
Grey Gardens,95,4.5,3,American,Kensington Market,1.7777777777777777,3.0
Spicy Incredibowl,4,4.0,0,Asian,Chinatown,1.7727272727272727,2.0
Figo,250,3.5,3,European,Entertainment District,2.4727272727272727,3.0
Wallflower,35,4.0,2,American,Brockton Village,1.8333333333333333,2.0
Shalom Ethopian Restaurant,21,4.5,2,African,Cabbagetown,2.2,2.0
Bloom,25,4.0,0,American,Downtown Core,2.1016949152542375,2.0
Panera Bread,82,3.0,2,American,Unionville,,2.0
M’Zaar Restaurant,132,4.0,1,Middle Eastern,Downtown Core,2.1016949152542375,1.0
COO Café Bread or Rice,82,4.5,2,Asian,Dufferin Grove,2.5,2.0
Brasileirissimo Steak House,8,4.5,0,South American,Little Portugal,2.4285714285714284,2.0
Love Chix,41,4.0,2,American,The Junction,2.0,2.0
Buono,16,4.0,0,European,Queen Street West,2.25,2.0
Playa Cabana Cantina,271,3.5,2,Mexican,The Junction,2.0,2.0
Tennessee,45,4.0,2,American,Parkdale,1.7692307692307692,2.0
Butter Chicken Factory,109,3.5,2,Asian,Cabbagetown,2.2,2.0
Chop Chop,68,4.0,1,Asian,Trinity Bellwoods,2.1666666666666665,1.0
Sansotei,270,4.0,2,Asian,Downtown Core,2.1016949152542375,2.0
Bloom,25,4.0,0,American,Downtown Core,2.1016949152542375,2.0
Pizzeria Via Mercanti,229,4.0,2,American,Kensington Market,1.7777777777777777,2.0
African Palace,88,4.0,2,African,Dovercourt,2.0,2.0
Pizza Shab,1,5.0,0,American,Mount Pleasant and Davisville,2.2857142857142856,2.0
Wallflower,35,4.0,2,American,Brockton Village,1.8333333333333333,2.0
Yuugi Izakaya,19,4.5,0,Asian,Downtown Core,2.1016949152542375,2.0
The Keg Steakhouse + Bar - Mansion,314,4.0,3,American,Entertainment District,2.4727272727272727,3.0
Uncle Tony’s,65,4.0,2,European,St. Lawrence,2.0,2.0
EAT BKK,20,3.5,2,Asian,Alexandra Park,1.7857142857142858,2.0
SOCO Kitchen + Bar,203,3.5,2,American,Entertainment District,2.4727272727272727,2.0
Oretta,251,3.5,3,European,Entertainment District,2.4727272727272727,3.0
Kaito Sushi,26,4.0,0,American,Corso Italia,2.1666666666666665,2.0
Konjiki Ramen,570,4.0,2,Asian,Willowdale,2.0,2.0
Brickyard Bistro,54,4.5,2,European,Leslieville,2.0,2.0
Poke Guys,340,4.0,2,American,Downtown Core,2.1016949152542375,2.0
Sakai Bar,19,5.0,0,Asian,Brockton Village,1.8333333333333333,2.0
Jz’s Pizza,99,4.0,2,American,Entertainment District,2.4727272727272727,2.0
Jules Bistro,57,4.0,3,European,West Queen West,2.125,3.0
Panera Bread,82,3.0,2,American,Unionville,,2.0
Drom Taberna,36,4.0,0,European,Alexandra Park,1.7857142857142858,2.0
Karahi Boys,11,4.0,0,Middle Eastern,Scarborough,1.7777777777777777,2.0
La Cubana,215,4.0,2,South American,Ossington Strip,2.217391304347826,2.0
Kub Khao Thai Eatery,323,4.0,2,Asian,Scarborough,1.7777777777777777,2.0
Skyline Restaurant,68,4.0,2,American,Parkdale,1.7692307692307692,2.0
Mean Bao,13,4.0,0,Asian,Roncesvalles,1.8333333333333333,2.0
Marcello’s pizzeria,85,4.0,2,American,Wychwood,1.9,2.0
Levetto,149,4.0,2,American,Chinatown,1.7727272727272727,2.0
Figo,250,3.5,3,European,Entertainment District,2.4727272727272727,3.0
Cocina de Doña Julia,9,4.5,1,American,The Junction,2.0,1.0
Barista & Chef,44,4.5,2,Middle Eastern,Wychwood,1.9,2.0
Lucia,4,4.0,0,European,The Junction,2.0,2.0
La Carnita,110,3.5,2,Mexican,Riverdale,2.0,2.0
Doo Roo Ae,74,3.5,2,Asian,Koreatown,1.85,2.0
Blu Ristorante,136,4.0,3,European,Yorkville,2.7222222222222223,3.0
Amber European Restaurant,33,4.0,2,European,Bloor-West Village,2.0,2.0
Tabule Middle Eastern Cuisine,56,3.5,2,Middle Eastern,Bayview Village,,2.0
Kid Lee,84,4.0,2,Asian,Financial District,,2.0
Corks,26,4.0,1,European,Entertainment District,2.4727272727272727,1.0
Dreyfus,15,3.5,0,European,Entertainment District,2.4727272727272727,2.0
Golden Thai Restaurant,207,3.5,2,Asian,Corktown,2.2857142857142856,2.0
Le Swan,35,4.0,0,European,West Queen West,2.125,2.0
ThairoomGrand,44,4.0,2,Asian,North York,,2.0
Reyna on King,16,3.5,0,American,Corktown,2.2857142857142856,2.0
CrowdedHouse,52,4.5,2,Middle Eastern,Leslieville,2.0,2.0
Panera Bread,82,3.0,2,American,Unionville,,2.0
The Cherie Bistro,11,4.0,0,European,Church-Wellesley Village,2.0,2.0
Natural Japaneats,1,5.0,0,Asian,Wychwood,1.9,2.0
Friday Roots,8,4.0,0,Other,Little Italy,2.272727272727273,2.0
Aviator Danforth,11,3.5,0,American,The Danforth,1.9285714285714286,2.0
Pig Out BBQ,93,4.0,2,American,Downtown Core,2.1016949152542375,2.0
Cluny Bistro & Boulangerie,559,3.5,3,European,Distillery District,,3.0
Paul’s Spaghetti,37,4.0,2,European,East York,1.625,2.0
Kub Khao Thai Eatery,323,4.0,2,Asian,Scarborough,1.7777777777777777,2.0
BAO,26,3.5,0,Asian,Chinatown,1.7727272727272727,2.0
Chabrol Restaurant,85,4.0,3,European,Yorkville,2.7222222222222223,3.0
Terrazza,39,4.0,2,European,Bickford Park,2.2857142857142856,2.0
Spice Indian Bistro,35,4.5,0,Asian,Corktown,2.2857142857142856,2.0
Mean Bao,13,4.0,0,Asian,Roncesvalles,1.8333333333333333,2.0
Bar Vendetta,6,4.5,0,European,Little Italy,2.272727272727273,2.0
Kimama,19,4.0,2,Asian,Entertainment District,2.4727272727272727,2.0
Moo Frites,212,4.0,1,European,Kensington Market,1.7777777777777777,1.0
Amber European Restaurant,33,4.0,2,European,Bloor-West Village,2.0,2.0
Mother Tongue,55,4.0,0,American,Entertainment District,2.4727272727272727,2.0
CrowdedHouse,52,4.5,2,Middle Eastern,Leslieville,2.0,2.0
Morton’s The Steakhouse,116,4.0,4,American,The Annex,2.3703703703703702,4.0
Batifole Restaurant,70,4.0,3,European,Riverdale,2.0,3.0
Karahi Boys,11,4.0,0,Middle Eastern,Scarborough,1.7777777777777777,2.0
Tuk Tuk Canteen,23,3.5,0,Asian,Roncesvalles,1.8333333333333333,2.0
Constantine,112,3.5,2,Middle Eastern,Church-Wellesley Village,2.0,2.0
Hogtown Vegan,75,4.5,2,American,Downtown,1.8,2.0
Earlscourt BBQ,33,4.0,2,American,Corso Italia,2.1666666666666665,2.0
Canis,75,4.5,3,American,Trinity Bellwoods,2.1666666666666665,3.0
St Clair Banh Cuon Pho Ga,67,4.0,1,Asian,Wychwood,1.9,1.0
King Rustic,54,4.0,2,Other,Niagara,2.3333333333333335,2.0
Panera Bread,82,3.0,2,American,Unionville,,2.0
Shook,29,3.0,0,Other,Entertainment District,2.4727272727272727,2.0
Tabule Middle Eastern Cuisine,56,3.5,2,Middle Eastern,Bayview Village,,2.0
Duff’s Famous Wings,123,3.5,2,American,Mount Pleasant and Davisville,2.2857142857142856,2.0
Mymy Chicken,74,3.5,2,Asian,The Annex,2.3703703703703702,2.0
Live Organic Food Bar,203,4.0,2,Other,The Annex,2.3703703703703702,2.0
Capocaccia Trattoria,61,3.5,2,American,Yonge and St. Clair,,2.0
Hair of the Dog,326,4.0,2,American,Church-Wellesley Village,2.0,2.0
JOEY Eaton Centre,481,3.5,2,American,Downtown Core,2.1016949152542375,2.0
Off The Hook Fishbar,146,3.5,2,American,Riverdale,2.0,2.0
Dönerland,8,4.5,0,Middle Eastern,Roncesvalles,1.8333333333333333,2.0
Little Sito,32,4.0,2,Middle Eastern,Christie Pits,,2.0
Harbord House,109,3.5,2,American,Entertainment District,2.4727272727272727,2.0
Lalibela Ethiopian Restaurant,141,3.5,2,African,Bickford Park,2.2857142857142856,2.0
MamaDon,4,4.5,0,Asian,Koreatown,1.85,2.0
The Dime,76,3.5,1,American,Alexandra Park,1.7857142857142858,1.0
ThairoomGrand,44,4.0,2,Asian,North York,,2.0
Shangrila Tibetan & Asian Cuisine,88,4.0,2,Asian,Parkdale,1.7692307692307692,2.0
Indian Spice Room,2,5.0,0,Asian,Riverdale,2.0,2.0
Selam Restaurant & Lounge,58,4.0,2,African,Christie Pits,,2.0
Salad King Restaurant,952,3.5,2,Asian,Downtown Core,2.1016949152542375,2.0
Delicious Empanadas,7,3.5,2,South American,Downtown Core,2.1016949152542375,2.0
Founder,17,4.5,0,American,Little Portugal,2.4285714285714284,2.0
Souv Like,58,4.5,1,European,Greektown,1.8571428571428572,1.0
Union,215,4.0,3,European,Ossington Strip,2.217391304347826,3.0
Salt and Tobacco,44,4.0,2,American,Cabbagetown,2.2,2.0
Michael’s on Simcoe,151,4.0,4,American,Entertainment District,2.4727272727272727,4.0
School Restaurant,562,3.5,2,Other,Liberty Village,,2.0
Harbour 60,237,4.0,4,American,Harbourfront,2.2222222222222223,4.0
Panera Bread,82,3.0,2,American,Unionville,,2.0
Maker Pizza,207,4.0,2,American,Alexandra Park,1.7857142857142858,2.0
Gyugyuya,3,4.5,0,Asian,The Annex,2.3703703703703702,2.0
MamaDon,4,4.5,0,Asian,Koreatown,1.85,2.0
Live Organic Food Bar,203,4.0,2,Other,The Annex,2.3703703703703702,2.0
Mi Mi Restaurant,116,4.0,1,Asian,Riverdale,2.0,1.0
Morton’s The Steakhouse,116,4.0,4,American,The Annex,2.3703703703703702,4.0
120 Diner,24,4.0,2,American,Corktown,2.2857142857142856,2.0
Shanghai Shikumen Fine Cuisine,19,3.5,0,Asian,Chinatown,1.7727272727272727,2.0
Fresh On Bloor,311,3.5,2,American,The Annex,2.3703703703703702,2.0
Union,215,4.0,3,European,Ossington Strip,2.217391304347826,3.0
Best istanbul Restaurant,6,4.0,0,Middle Eastern,Kensington Market,1.7777777777777777,2.0
Lechon Republik,1,5.0,0,Asian,Glen Park,,
One2 Snacks,219,4.5,1,Asian,Scarborough,1.7777777777777777,1.0
The Craft Brasserie & Grille,152,3.5,2,Other,Liberty Village,,2.0
Bodega Henriette,51,4.5,2,American,Upper Beach,2.0,2.0
Sidebar,13,4.0,0,American,Riverdale,2.0,2.0
Dumpling House Restaurant,583,3.5,1,Asian,Chinatown,1.7727272727272727,1.0
Thai Country Kitchen,135,4.0,1,Asian,Chinatown,1.7727272727272727,1.0
Fusaro’s Kitchen,138,4.0,2,European,Entertainment District,2.4727272727272727,2.0
JOEY Eaton Centre,481,3.5,2,American,Downtown Core,2.1016949152542375,2.0
Square Boy,168,4.0,1,American,Greektown,1.8571428571428572,1.0
Tasty’s Caribbean Restaurant,72,4.0,1,Carribean,Chinatown,1.7727272727272727,1.0
Thai Nyyom,9,4.5,0,Asian,The Junction,2.0,2.0
7 Numbers Danforth,91,3.5,2,European,Riverdale,2.0,2.0
Chat Bar,26,4.0,2,Asian,Willowdale,2.0,2.0
F’Amelia,115,3.5,3,American,Cabbagetown,2.2,3.0
Michael’s on Simcoe,151,4.0,4,American,Entertainment District,2.4727272727272727,4.0
Lan Restaurant,51,3.5,2,Asian,Riverdale,2.0,2.0
Panera Bread,82,3.0,2,American,Unionville,,2.0
Gio Rana’s Really Really Nice Restaurant,192,4.0,3,European,Leslieville,2.0,3.0
Town Crier Pub,207,4.0,2,American,Entertainment District,2.4727272727272727,2.0
Maiz,1,4.0,0,American,Parkdale,1.7692307692307692,2.0
Lechon Republik,1,5.0,0,Asian,Glen Park,,
Thai Country Kitchen,135,4.0,1,Asian,Chinatown,1.7727272727272727,1.0
Tabriz Persian Cookhouse,54,4.0,2,Middle Eastern,Discovery District,,2.0
Monga Fried Chicken,104,3.5,2,Asian,Downtown Core,2.1016949152542375,2.0
House of Gourmet,384,3.5,2,Asian,Chinatown,1.7727272727272727,2.0
The Host,112,3.5,2,Asian,The Annex,2.3703703703703702,2.0
Porchetta & Co,180,4.0,2,American,Entertainment District,2.4727272727272727,2.0
Limon Lounge,1,5.0,0,Mexican,Corso Italia,2.1666666666666665,2.0
Pho 90,21,4.5,2,Asian,North York,,2.0
Shanghai Shikumen Fine Cuisine,19,3.5,0,Asian,Chinatown,1.7727272727272727,2.0
Double D’s,4,4.0,0,American,New Toronto,,
Lebanon Express,19,4.5,0,Middle Eastern,Roncesvalles,1.8333333333333333,2.0
Vietnoms,98,4.0,2,Asian,Willowdale,2.0,2.0
Church’s Chicken,3,5.0,0,American,East York,1.625,2.0
Baretto Caffe,324,5.0,2,American,Scarborough,1.7777777777777777,2.0
The Wren,181,4.0,2,American,The Danforth,1.9285714285714286,2.0
When The Pig Came Home,61,4.5,2,Other,The Junction,2.0,2.0
Lipstick & Dynamite,31,4.0,1,Other,West Queen West,2.125,1.0
Bar Poet,27,3.5,2,American,Beaconsfield Village,2.2857142857142856,2.0
The Arepa Republic,14,4.5,0,South American,None,,
Duff’s Famous Wings,119,3.5,2,American,Palmerston,,2.0
Cinderella Restaurant,7,4.0,0,Middle Eastern,Bloordale Village,1.6,2.0
Mother’s Dumplings,522,3.5,2,Asian,Chinatown,1.7727272727272727,2.0
The Pie Commission,226,4.5,1,American,Etobicoke,2.0,1.0
Chacho’s Fine Mexican Dining,82,3.5,2,Mexican,Mount Pleasant and Davisville,2.2857142857142856,2.0
Sina Persian Cuisine,2,4.5,0,Middle Eastern,Yonge and Eglinton,2.25,2.0
JaBistro,517,4.0,3,Asian,Entertainment District,2.4727272727272727,3.0
Panera Bread,82,3.0,2,American,Unionville,,2.0
Bagnet Bros,21,4.0,2,Asian,North York,,2.0
Chacho’s Fine Mexican Dining,82,3.5,2,Mexican,Mount Pleasant and Davisville,2.2857142857142856,2.0
Monga Fried Chicken,104,3.5,2,Asian,Downtown Core,2.1016949152542375,2.0
Makkal Chon,325,4.0,2,Asian,Scarborough,1.7777777777777777,2.0
The Host,112,3.5,2,Asian,The Annex,2.3703703703703702,2.0
OM Restaurant and Bar,46,4.0,2,Asian,Parkdale,1.7692307692307692,2.0
The Wren,181,4.0,2,American,The Danforth,1.9285714285714286,2.0
Pam’s Roti Shop,7,5.0,0,Carribean,Dufferin Grove,2.5,2.0
Duff’s Famous Wings,119,3.5,2,American,Palmerston,,2.0
The Chase,380,3.5,3,American,Downtown Core,2.1016949152542375,3.0
AMA,36,4.0,2,South American,West Queen West,2.125,2.0
Junction Local,59,4.0,3,American,The Junction,2.0,3.0
Chadani Indian Cuisine,16,4.5,0,Asian,St. Lawrence,2.0,2.0
Il Covo,44,3.5,3,European,Little Italy,2.272727272727273,3.0
Mother’s Dumplings,522,3.5,2,Asian,Chinatown,1.7727272727272727,2.0
Churrasqueira Vila Verde Restaurant,15,4.0,2,European,Trinity Bellwoods,2.1666666666666665,2.0
Roti’s To Go,12,4.5,0,Asian,Ryerson,1.8,2.0
Barrio Coreano,233,3.5,2,Asian,Koreatown,1.85,2.0
JaBistro,517,4.0,3,Asian,Entertainment District,2.4727272727272727,3.0
La Vinia,61,4.0,3,European,Etobicoke,2.0,3.0
Little Coxwell Vietnamese & Thai Cuisine,123,4.0,2,Asian,East York,1.625,2.0
Soulas Modern Greek Cuisine,30,4.0,0,European,Greektown,1.8571428571428572,2.0
Bistro Camino,21,4.5,2,European,The Danforth,1.9285714285714286,2.0
Green Haven,8,5.0,0,American,The Junction,2.0,2.0
Lipstick & Dynamite,31,4.0,1,Other,West Queen West,2.125,1.0
The Burger’s Priest,445,3.5,2,American,Upper Beach,2.0,2.0
Sansotei Ramen,79,4.5,2,Asian,City Place,,2.0
Los Vietnamita Taqueria Shop,11,4.5,0,Mexican,Downtown Core,2.1016949152542375,2.0
Ardo Restaurant,93,4.0,3,European,Corktown,2.2857142857142856,3.0
Panera Bread,82,3.0,2,American,Unionville,,2.0
Bar Poet,27,3.5,2,American,Beaconsfield Village,2.2857142857142856,2.0
The Keg Steakhouse + Bar,264,4.0,3,American,Financial District,,3.0
Thai Room,58,3.5,2,Asian,Cabbage Town,,2.0
Pimentas Grill,6,4.5,0,European,Bickford Park,2.2857142857142856,2.0
Bocconcini Toronto,18,4.5,0,American,Downtown Core,2.1016949152542375,2.0
Pho Pasteur,203,3.5,2,Asian,Chinatown,1.7727272727272727,2.0
Bach Yen,198,4.0,1,Asian,Riverdale,2.0,1.0
Tanto,34,3.5,3,South American,Ossington Strip,2.217391304347826,3.0
Mr Pide,77,4.5,2,American,Greektown,1.8571428571428572,2.0
Maido Japanese Restaurant,71,4.0,2,Asian,The Annex,2.3703703703703702,2.0
Opus Restaurant,63,4.0,4,American,The Annex,2.3703703703703702,4.0
El Rincon Mexicano Restaurant,95,3.0,2,Mexican,Wychwood,1.9,2.0
MaMa Chef Korean Restaurant,57,4.0,2,Asian,Koreatown,1.85,2.0
Peter Pan Bistro,163,3.5,2,American,Queen Street West,2.25,2.0
El Sazón Mexicano,5,4.0,0,Mexican,Corso Italia,2.1666666666666665,2.0
Comida Ecuatoriana,2,4.5,0,American,Downsview,2.0,2.0
Mr.Tonkatsu,69,4.0,2,Asian,Downtown Core,2.1016949152542375,2.0
Gandhi Cuisine,254,4.0,2,Asian,Alexandra Park,1.7857142857142858,2.0
Adega Restaurante,146,4.0,3,European,Downtown Core,2.1016949152542375,3.0
Thai Spicy House,55,3.5,2,Asian,Mount Pleasant and Davisville,2.2857142857142856,2.0
Kitchen Hub,4,5.0,0,Asian,Etobicoke,2.0,2.0
Greedy Duck & Noodles,9,4.0,0,Asian,Downtown,1.8,2.0
Indian Grill,79,4.0,2,Asian,Ossington Strip,2.217391304347826,2.0
Three Monks and a Duck,24,4.5,0,Asian,Niagara,2.3333333333333335,2.0
Trattoria Mercatto,199,3.5,2,European,Downtown Core,2.1016949152542375,2.0
Teller’s Bar and Lounge,4,4.5,2,American,Downtown Core,2.1016949152542375,2.0
Mermaid Fish and Grill House,43,4.5,2,American,Deer Park,,2.0
Panera Bread,82,3.0,2,American,Unionville,,2.0
Hotopia Sichuan Cuisine,29,3.0,2,Asian,Willowdale,2.0,2.0
Masseria,66,4.0,2,American,Entertainment District,2.4727272727272727,2.0
The Veggie Thali,57,4.5,1,Asian,Scarborough,1.7777777777777777,1.0
Mad Mexican,111,3.0,2,Mexican,North York,,2.0
Earls Kitchen + Bar,427,3.5,2,American,Financial District,,2.0
Norling,67,4.0,1,Asian,Parkdale,1.7692307692307692,1.0
Shunoko,72,4.0,2,American,Corso Italia,2.1666666666666665,2.0
Tofu Village - House of Soon Tofu,187,4.0,2,Asian,Koreatown,1.85,2.0
Chappa Corner Cafe & Restaurant,1,5.0,0,Other,Corso Italia,2.1666666666666665,2.0
Chino Locos Original,178,4.0,1,Mexican,Leslieville,2.0,1.0
Eastside Social,67,4.0,2,American,Leslieville,2.0,2.0
Torch Pressed Sushi,27,4.0,2,Asian,Church-Wellesley Village,2.0,2.0
Arabesque Middle Eastern Foods,27,5.0,1,Middle Eastern,Dufferin Grove,2.5,1.0
Tapas At Embrujo,84,3.5,3,European,Riverdale,2.0,3.0
Hastings Snack Bar,38,4.5,1,European,Leslieville,2.0,1.0
Her Chef,44,4.5,2,Asian,Koreatown,1.85,2.0
Lalibela Ethiopian Restaurant,83,4.0,2,African,The Danforth,1.9285714285714286,2.0
La Bettola di Terroni,148,3.5,2,European,Downtown Core,2.1016949152542375,2.0
Tachi,136,4.5,3,American,Financial District,,3.0
